#mpa_v30_CHOCOPhlAn_201901
clade_name	clade_taxid	SIG026.A0101.metaphlan.profile	SIG025.A0101.metaphlan.profile	SIG024.A0101.metaphlan.profile	SIG021.A0101.metaphlan.profile	SIG018.A0101.metaphlan.profile	SIG010.A0101.metaphlan.profile	SIG005.A0101.metaphlan.profile	SIG004.A0101.metaphlan.profile	SIG002.A0101.metaphlan.profile	SIG001.A0101.metaphlan.profile	KRA011.C0201.metaphlan.profile	KRA011.C0101.metaphlan.profile	KRA010.C0201.metaphlan.profile	KRA010.C0101.metaphlan.profile	KRA008.C0201.metaphlan.profile	KRA008.C0101.metaphlan.profile	KRA007.C0201.metaphlan.profile	KRA007.C0101.metaphlan.profile	KRA006.C0201.metaphlan.profile	KRA006.C0101.metaphlan.profile	KRA005.C0201.metaphlan.profile	KRA005.C0101.metaphlan.profile	KRA004.C0201.metaphlan.profile	KRA004.C0101.metaphlan.profile	KRA003.C0201.metaphlan.profile	KRA003.C0101.metaphlan.profile	KRA002.C0201.metaphlan.profile	KRA002.C0101.metaphlan.profile	KRA001.C0202.metaphlan.profile	KRA001.C0102.metaphlan.profile	ARS017.A0101.metaphlan.profile	ARS015.A0101.metaphlan.profile	ARS013.A0101.metaphlan.profile	ARS012.A0101.metaphlan.profile	ARS011.A0101.metaphlan.profile	ARS010.A0101.metaphlan.profile	ARS006.A0101.metaphlan.profile	ARS005.A0101.metaphlan.profile	ARS004.A0101.metaphlan.profile	ARS001.A0101.metaphlan.profile	NMU089.A0101.metaphlan.profile	NMU067.A0101.metaphlan.profile	NMU065.A0101.metaphlan.profile	NMU059.A0101.metaphlan.profile	NMU047.A0101.metaphlan.profile	NMU021.A0101.metaphlan.profile	NMU020.A0101.metaphlan.profile	NMU014.A0101.metaphlan.profile	NMU009.A0101.metaphlan.profile	NMU001.A0101.metaphlan.profile
k__Bacteria|p__Firmicutes|c__Limnochordia	2|1239|1676648	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	33.71449	0	1.45257	6.71726	0	1.61579	1.3975	0	0	0	0	0	0	0	0	0	0	0	2.06512	5.9472	2.74525	5.78315	6.74633	0	0	4.43153	4.22555	0	4.36462	0	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales	2|1239|1676648|1676649	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	33.71449	0	1.45257	6.71726	0	1.61579	1.3975	0	0	0	0	0	0	0	0	0	0	0	2.06512	5.9472	2.74525	5.78315	6.74633	0	0	4.43153	4.22555	0	4.36462	0	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae	2|1239|1676648|1676649|1676650	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	33.71449	0	1.45257	6.71726	0	1.61579	1.3975	0	0	0	0	0	0	0	0	0	0	0	2.06512	5.9472	2.74525	5.78315	6.74633	0	0	4.43153	4.22555	0	4.36462	0	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae|g__Limnochorda	2|1239|1676648|1676649|1676650|1676651	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	33.71449	0	1.45257	6.71726	0	1.61579	1.3975	0	0	0	0	0	0	0	0	0	0	0	2.06512	5.9472	2.74525	5.78315	6.74633	0	0	4.43153	4.22555	0	4.36462	0	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772
k__Bacteria|p__Firmicutes|c__Limnochordia|o__Limnochordales|f__Limnochordaceae|g__Limnochorda|s__Limnochorda_pilosa	2|1239|1676648|1676649|1676650|1676651|1555112	10.33547	17.18005	19.18221	8.23506	13.54569	9.12546	16.5751	7.21524	15.4206	21.83154	33.71449	0	1.45257	6.71726	0	1.61579	1.3975	0	0	0	0	0	0	0	0	0	0	0	2.06512	5.9472	2.74525	5.78315	6.74633	0	0	4.43153	4.22555	0	4.36462	0	14.85061	13.49096	24.07439	14.36761	13.8982	15.65163	15.52031	6.98837	13.5132	13.75772
k__Bacteria|p__Nitrospirae	2|40117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira	2|40117|203693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales	2|40117|203693|189778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae	2|40117|203693|189778|189779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira	2|40117|203693|189778|189779|1234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Nitrospirae|c__Nitrospira|o__Nitrospirales|f__Nitrospiraceae|g__Nitrospira|s__Nitrospira_sp_CG24A	2|40117|203693|189778|189779|1234|1985133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39927	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Planctomycetes	2|203682	52.67674	21.37922	32.60448	40.85208	38.66658	33.02884	37.80092	32.57536	43.31794	35.13233	16.81889	0	0.22925	24.29766	0.36538	2.92531	16.5091	0	2.98798	0	0	15.30117	0.36132	1.71285	24.67517	0	17.8838	0	6.88569	6.8411	12.42614	8.20343	16.83323	0	0	15.38427	16.86349	0	6.53501	0	24.34391	18.7682	19.53151	24.42983	13.87028	27.22173	10.36303	15.0548	21.23129	40.19807
k__Bacteria|p__Planctomycetes|c__Planctomycetia	2|203682|203683	52.67674	21.37922	32.60448	40.85208	38.66658	33.02884	37.80092	32.57536	43.31794	35.13233	16.81889	0	0.22925	24.29766	0.36538	2.92531	16.5091	0	2.98798	0	0	15.30117	0.36132	1.71285	24.67517	0	17.8838	0	6.88569	6.8411	12.42614	8.20343	16.83323	0	0	15.38427	16.86349	0	6.53501	0	24.34391	18.7682	19.53151	24.42983	13.87028	27.22173	10.36303	15.0548	21.23129	40.19807
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales	2|203682|203683|112	52.67674	21.37922	32.60448	40.85208	38.66658	33.02884	37.80092	32.57536	43.31794	35.13233	16.81889	0	0.22925	24.29766	0.36538	2.92531	16.5091	0	2.98798	0	0	15.30117	0.36132	1.71285	24.67517	0	17.8838	0	6.88569	6.8411	12.42614	8.20343	16.83323	0	0	15.38427	16.86349	0	6.53501	0	24.34391	18.7682	19.53151	24.42983	13.87028	27.22173	10.36303	15.0548	21.23129	40.19807
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae	2|203682|203683|112|1914233	30.62754	8.40403	23.30928	27.1419	28.15207	18.53368	22.84377	18.97614	28.97884	23.50572	0	0	0	10.9133	0.10718	1.65406	10.54989	0	2.98798	0	0	8.66203	0.17025	0	18.52889	0	0	0	1.28333	3.79365	7.4664	4.25966	7.90252	0	0	9.0738	8.07809	0	3.12304	0	14.65793	9.68743	10.59466	8.77192	2.16318	8.08465	0	6.41177	9.02116	12.87327
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae|g__Fimbriiglobus	2|203682|203683|112|1914233|1914234	30.62754	8.40403	23.30928	24.05308	28.15207	18.53368	22.84377	18.97614	28.97884	23.50572	0	0	0	9.67637	0.10718	1.65406	9.78794	0	2.98798	0	0	8.66203	0.17025	0	18.52889	0	0	0	1.28333	3.79365	6.5804	3.88186	6.93483	0	0	8.2057	6.68168	0	2.66212	0	14.65793	6.68287	10.59466	4.69472	0	8.08465	0	4.37831	9.02116	12.87327
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae|g__Fimbriiglobus|s__Fimbriiglobus_ruber	2|203682|203683|112|1914233|1914234|1908690	30.62754	8.40403	23.30928	24.05308	28.15207	18.53368	22.84377	18.97614	28.97884	23.50572	0	0	0	9.67637	0.10718	1.65406	9.78794	0	2.98798	0	0	8.66203	0.17025	0	18.52889	0	0	0	1.28333	3.79365	6.5804	3.88186	6.93483	0	0	8.2057	6.68168	0	2.66212	0	14.65793	6.68287	10.59466	4.69472	0	8.08465	0	4.37831	9.02116	12.87327
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae|g__Gemmata	2|203682|203683|112|1914233|113	0	0	0	3.08882	0	0	0	0	0	0	0	0	0	1.23693	0	0	0.76194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88601	0.37779	0.9677	0	0	0.86811	1.39641	0	0.46092	0	0	3.00456	0	4.0772	2.16318	0	0	2.03346	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Gemmataceae|g__Gemmata|s__Gemmata_obscuriglobus	2|203682|203683|112|1914233|113|114	0	0	0	3.08882	0	0	0	0	0	0	0	0	0	1.23693	0	0	0.76194	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88601	0.37779	0.9677	0	0	0.86811	1.39641	0	0.46092	0	0	3.00456	0	4.0772	2.16318	0	0	2.03346	0	0
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae	2|203682|203683|112|1763524	22.04919	12.97519	9.29519	13.71017	10.51451	14.49516	14.95715	13.59921	14.3391	11.62662	16.81889	0	0.22925	13.38436	0.2582	1.27124	5.95921	0	0	0	0	6.63914	0.19107	1.71285	6.14628	0	17.8838	0	5.60235	3.04745	4.95974	3.94377	8.93071	0	0	6.31047	8.7854	0	3.41197	0	9.68598	9.08077	8.93685	15.65791	11.7071	19.13708	10.36303	8.64303	12.21013	27.32481
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae|g__Paludisphaera	2|203682|203683|112|1763524|1763521	22.04919	12.97519	9.29519	13.71017	10.51451	14.49516	14.95715	13.59921	14.3391	8.95683	16.81889	0	0.22925	13.38436	0.2582	1.27124	5.95921	0	0	0	0	6.63914	0.19107	1.71285	6.14628	0	17.8838	0	5.60235	3.04745	4.61846	3.94377	8.60158	0	0	6.01394	6.53995	0	3.41197	0	9.68598	7.46742	8.93685	10.63779	8.90258	14.06686	10.36303	6.59749	12.21013	22.84937
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae|g__Paludisphaera|s__Paludisphaera_borealis	2|203682|203683|112|1763524|1763521|1387353	22.04919	12.97519	9.29519	13.71017	10.51451	14.49516	14.95715	13.59921	14.3391	8.95683	16.81889	0	0.22925	13.38436	0.2582	1.27124	5.95921	0	0	0	0	6.63914	0.19107	1.71285	6.14628	0	17.8838	0	5.60235	3.04745	4.61846	3.94377	8.60158	0	0	6.01394	6.53995	0	3.41197	0	9.68598	7.46742	8.93685	10.63779	8.90258	14.06686	10.36303	6.59749	12.21013	22.84937
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae|g__Singulisphaera	2|203682|203683|112|1763524|466152	0	0	0	0	0	0	0	0	0	2.66979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34128	0	0.32913	0	0	0.29653	2.24544	0	0	0	0	1.61335	0	5.02011	2.80452	5.07023	0	2.04554	0	4.47544
k__Bacteria|p__Planctomycetes|c__Planctomycetia|o__Planctomycetales|f__Isosphaeraceae|g__Singulisphaera|s__Singulisphaera_acidiphila	2|203682|203683|112|1763524|466152|466153	0	0	0	0	0	0	0	0	0	2.66979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34128	0	0.32913	0	0	0.29653	2.24544	0	0	0	0	1.61335	0	5.02011	2.80452	5.07023	0	2.04554	0	4.47544
k__Bacteria|p__Proteobacteria	2|1224	3.67456	9.48742	2.94918	7.80075	13.33385	12.65899	3.88515	21.7587	12.33284	7.79822	0	0	0.68449	13.79931	0.16477	0	6.83714	0	1.24135	0	0	0	88.05837	10.02224	0	0	0	0	26.07183	14.34339	10.81024	9.61349	13.54402	0	0	9.00633	5.06038	0	5.9459	0	17.78109	28.03332	14.6229	22.46738	28.21255	16.00387	4.98368	14.71402	22.36301	8.90035
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria	2|1224|28211	0	1.49391	0	0	0	0	0	0	0.33957	2.44883	0	0	0	2.193	0	0	0	0	0	0	0	0	0.39158	0	0	0	0	0	0	4.49786	5.44754	4.12481	7.0485	0	0	3.23789	1.93379	0	4.72972	0	2.70872	1.23142	0	1.68053	17.79404	0.84749	1.63564	6.03753	2.97056	1.29111
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales	2|1224|28211|356	0	1.49391	0	0	0	0	0	0	0.33957	2.44883	0	0	0	2.193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.49786	4.52387	3.70534	6.99741	0	0	3.18262	1.35544	0	4.44366	0	2.70872	1.23142	0	1.68053	17.79404	0.84749	1.63564	6.03753	2.97056	1.29111
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae	2|1224|28211|356|41294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36483	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium	2|1224|28211|356|41294|374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36483	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Bradyrhizobiaceae|g__Bradyrhizobium|s__Bradyrhizobium_lablabi	2|1224|28211|356|41294|374|722472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.36483	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae	2|1224|28211|356|45401	0	1.49391	0	0	0	0	0	0	0	2.07849	0	0	0	1.98244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62691	1.53284	1.15267	1.2159	0	0	0.70101	0.38873	0	1.88182	0	2.70872	0	0	0	1.13565	0.50708	0.95723	0.4451	0	0.94276
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Dichotomicrobium	2|1224|28211|356|45401|204474	0	1.49391	0	0	0	0	0	0	0	2.07849	0	0	0	1.98244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62691	1.53284	1.15267	1.2159	0	0	0.70101	0.38873	0	1.88182	0	2.70872	0	0	0	1.13565	0.50708	0.95723	0.4451	0	0.94276
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Hyphomicrobiaceae|g__Dichotomicrobium|s__Dichotomicrobium_thermohalophilum	2|1224|28211|356|45401|204474|933063	0	1.49391	0	0	0	0	0	0	0	2.07849	0	0	0	1.98244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.62691	1.53284	1.15267	1.2159	0	0	0.70101	0.38873	0	1.88182	0	2.70872	0	0	0	1.13565	0.50708	0.95723	0.4451	0	0.94276
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae	2|1224|28211|356|69277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23142	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Nitratireductor	2|1224|28211|356|69277|245876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23142	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Phyllobacteriaceae|g__Nitratireductor|s__Nitratireductor_indicus	2|1224|28211|356|69277|245876|721133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23142	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified	2|1224|28211|356|	0	0	0	0	0	0	0	0	0.33957	0.37034	0	0	0	0.21056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87095	2.02992	2.37	5.58742	0	0	2.25752	0.60188	0	2.15621	0	0	0	0	1.68053	16.65839	0.34041	0.67841	5.59243	2.97056	0.34835
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter	2|1224|28211|356||1484898	0	0	0	0	0	0	0	0	0.33957	0.37034	0	0	0	0.21056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87095	2.02992	2.37	5.58742	0	0	2.25752	0.60188	0	2.15621	0	0	0	0	1.68053	16.65839	0.34041	0.67841	5.59243	2.97056	0.34835
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_marginalis	2|1224|28211|356||1484898|1774971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.72273	0.8302	1.84576	0	0	0.77099	0.27872	0	0.60621	0	0	0	0	0	5.31181	0	0	3.48882	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_methanicus	2|1224|28211|356||1484898|1774968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0524	0.02533	0.18984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhizobiales_unclassified|g__Methyloceanibacter|s__Methyloceanibacter_superfactus	2|1224|28211|356||1484898|1774969	0	0	0	0	0	0	0	0	0.33957	0.37034	0	0	0	0.21056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.87095	1.2548	1.51447	3.55182	0	0	1.48653	0.32316	0	1.54999	0	0	0	0	1.68053	11.34659	0.34041	0.67841	2.10361	2.97056	0.34835
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae	2|1224|28211|356|119043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96111	0.18267	0.19408	0	0	0.22409	0	0	0.40563	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Roseospirillum	2|1224|28211|356|119043|83400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96111	0.18267	0.19408	0	0	0.22409	0	0	0.40563	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhizobiales|f__Rhodobiaceae|g__Roseospirillum|s__Roseospirillum_parvum	2|1224|28211|356|119043|83400|83401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.96111	0.18267	0.19408	0	0	0.22409	0	0	0.40563	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales	2|1224|28211|204455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae	2|1224|28211|204455|31989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus	2|1224|28211|204455|31989|265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_alcaliphilus	2|1224|28211|204455|31989|265|34002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales	2|1224|28211|204441	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.92367	0.41948	0.0511	0	0	0.05528	0.57835	0	0.28606	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae	2|1224|28211|204441|433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59096	0.41948	0.0511	0	0	0.05528	0	0	0.28606	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera	2|1224|28211|204441|433|50714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59096	0.41948	0.0511	0	0	0.05528	0	0	0.28606	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Acetobacteraceae|g__Acidisphaera|s__Acidisphaera_rubrifaciens	2|1224|28211|204441|433|50714|50715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.59096	0.41948	0.0511	0	0	0.05528	0	0	0.28606	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified	2|1224|28211|204441|	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33272	0	0	0	0	0	0.57835	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified	2|1224|28211|204441||	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33272	0	0	0	0	0	0.57835	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodospirillales|f__Rhodospirillales_unclassified|g__Rhodospirillales_unclassified|s__Rhodospirillales_bacterium_URHD0017	2|1224|28211|204441|||1380357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33272	0	0	0	0	0	0.57835	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0	1.98921	2.52677	5.52674	3.78202	0	1.67936	15.41154	4.55458	0	0	0	0.44524	5.20535	0	0	4.89232	0	1.24135	0	0	0	4.01711	0	0	0	0	0	0	5.62247	1.5739	1.99077	1.77833	0	0	2.43959	0.44848	0	0.27251	0	5.86497	13.44858	6.69731	9.80159	0	3.70462	0	3.02554	11.04506	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0	1.98921	2.52677	5.52674	3.78202	0	1.67936	15.41154	4.55458	0	0	0	0.44524	2.29734	0	0	4.89232	0	1.24135	0	0	0	4.01711	0	0	0	0	0	0	5.62247	1.5739	1.99077	1.77833	0	0	2.43959	0.44848	0	0.27251	0	5.86497	13.44858	6.69731	9.80159	0	3.70462	0	3.02554	11.04506	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae	2|1224|28216|80840|506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.01711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter	2|1224|28216|80840|506|222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Alcaligenaceae|g__Achromobacter|s__Achromobacter_sp_MYb9	2|1224|28216|80840|506|222|1827284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.3785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
