#mpa_v30_CHOCOPhlAn_201901
clade_name	NCBI_tax_id	TON007.B0101.metaphlan3	TON006.B0101.metaphlan3	TON005.B0101.metaphlan3	TON004.B0101.metaphlan3	TON003.B0101.metaphlan3	TON001.C0101.metaphlan3	TAP003.B0101.metaphlan3	TAP001.B0101.metaphlan3	SIG047.A0101.metaphlan3	SIG046.A0201.metaphlan3	SIG046.A0101.metaphlan3	SIG045.A0101.metaphlan3	SIG044.A0101.metaphlan3	SIG043.A0101.metaphlan3	SIG042.A0101.metaphlan3	SIG041.A0101.metaphlan3	SIG040.A0201.metaphlan3	SIG040.A0101.metaphlan3	SIG039.A0101.metaphlan3	SIG038.A0101.metaphlan3	SIG037.A0101.metaphlan3	SIG036.A0101.metaphlan3	SIG035.A0101.metaphlan3	SIG034.A0101.metaphlan3	SIG033.A0101.metaphlan3	SIG032.A0101.metaphlan3	SIG031.A0101.metaphlan3	SIG026.A0101.SG1.1.metaphlan3	SIG025.A0101.SG1.1.metaphlan3	SIG024.A0101.SG1.1.metaphlan3	SIG021.A0101.SG1.1.metaphlan3	SIG018.A0101.SG1.1.metaphlan3	SIG010.A0101.SG1.1.metaphlan3	SIG005.A0101.SG1.1.metaphlan3	SIG004.A0101.SG1.1.metaphlan3	SIG002.A0101.SG1.1.metaphlan3	SIG001.A0101.SG1.1.metaphlan3	RAP002.A0101.metaphlan3	RAP001.A0101.metaphlan3	PVD001.A0101.metaphlan3	PAH003.A0101.metaphlan3	PAH002.A0101.metaphlan3	PAH001.A0102.metaphlan3	NMU131.A0101.metaphlan3	NMU130.A0101.metaphlan3	NMU129.A0101.metaphlan3	NMU128.A0101.metaphlan3	NMU127.A0101.metaphlan3	NMU126.A0101.metaphlan3	NMU125.A0101.metaphlan3	NMU124.A0101.metaphlan3	NMU123.A0101.metaphlan3	NMU122.A0101.metaphlan3	NMU121.A0101.metaphlan3	NMU120.A0101.metaphlan3	NMU119.A0101.metaphlan3	NMU118.A0101.metaphlan3	NMU117.A0101.metaphlan3	NMU116.A0101.metaphlan3	NMU115.A0101.metaphlan3	NMU089.A0101.SG1.1.metaphlan3	NMU067.A0101.SG1.1.metaphlan3	NMU065.A0101.SG1.1.metaphlan3	NMU059.A0101.SG1.1.metaphlan3	NMU047.A0101.SG1.1.metaphlan3	NMU021.A0101.SG1.1.metaphlan3	NMU020.A0101.SG1.1.metaphlan3	NMU014.A0101.SG1.1.metaphlan3	NMU009.A0101.SG1.1.metaphlan3	NMU001.A0101.SG1.1.metaphlan3	LIB030.A0115.metaphlan3	LIB030.A0114.metaphlan3	LIB030.A0113.metaphlan3	LIB030.A0112.metaphlan3	LIB027.A0136.metaphlan3	HPD007.B0101.metaphlan3	HPD006.B0101.metaphlan3	HPD005.B0101.metaphlan3	HPD004.A0101.SG1.1.metaphlan3	HPD003.A0101.SG1.1.metaphlan3	HPD002.A0101.SG1.1.metaphlan3	HPD001.A0101.SG1.1.metaphlan3	HCLVMBCX2-3505-33-00-01_S33.metaphlan3	HCLVMBCX2-3505-32-00-01_S32.metaphlan3	HCLVMBCX2-3505-31-00-01_S31.metaphlan3	HCLVMBCX2-3505-29-00-01_S29.metaphlan3	HCLVMBCX2-3505-28-00-01_S28.metaphlan3	HCLVMBCX2-3505-27-00-01_S27.metaphlan3	HCLVMBCX2-3505-26-00-01_S26.metaphlan3	HCLVMBCX2-3505-25-00-01_S25.metaphlan3	HCLVMBCX2-3505-24-00-01_S24.metaphlan3	HCLVMBCX2-3505-23-00-01_S23.metaphlan3	HCLVMBCX2-3505-22-00-01_S22.metaphlan3	HCLVMBCX2-3505-21-00-01_S21.metaphlan3	HCLVMBCX2-3505-20-00-01_S20.metaphlan3	HCLVMBCX2-3505-19-00-01_S19.metaphlan3	HCLVMBCX2-3505-18-00-01_S18.metaphlan3	HCLVMBCX2-3505-17-00-01_S17.metaphlan3	HCLVMBCX2-3505-16-00-01_S16.metaphlan3	HCLVMBCX2-3505-15-00-01_S15.metaphlan3	HCLVMBCX2-3505-14-00-01_S14.metaphlan3	HCLVMBCX2-3505-13-00-01_S13.metaphlan3	HCLVMBCX2-3505-12-00-01_S12.metaphlan3	HCLVMBCX2-3505-11-00-01_S11.metaphlan3	HCLVMBCX2-3505-10-00-01_S10.metaphlan3	HCLVMBCX2-3505-09-00-01_S9.metaphlan3	HCLVMBCX2-3505-08-00-01_S8.metaphlan3	HCLVMBCX2-3505-07-00-01_S7.metaphlan3	HCLVMBCX2-3505-06-00-01_S6.metaphlan3	HCLVMBCX2-3505-05-00-01_S5.metaphlan3	HCLVMBCX2-3505-04-00-01_S4.metaphlan3	HCLVMBCX2-3505-03-00-01_S3.metaphlan3	HCLVMBCX2-3505-02-00-01_S2.metaphlan3	HCLVMBCX2-3505-01-00-01_S1.metaphlan3	FUT024.B0101.metaphlan3	FUT021.B0101.metaphlan3	FUT018.B0101.metaphlan3	EXB037.A3401.metaphlan3	EXB037.A3301.metaphlan3	EXB037.A3201.metaphlan3	EXB037.A3101.metaphlan3	EXB037.A3001.metaphlan3	EXB037.A2901.metaphlan3	EFE006.B0101.metaphlan3	EFE005.B0101.metaphlan3	EFE004.B0101.metaphlan3	EFE003.B0101.metaphlan3	EFE002.B0101.metaphlan3	ATT002.A0101.metaphlan3	ATT001.A0101.metaphlan3	AON002.A0101.metaphlan3	AON001.A0101.metaphlan3	ANN004.A0101.metaphlan3	ANN003.A0101.metaphlan3	ANN002.A0101.metaphlan3	ANN001.A0101.metaphlan3	ANK001.A0101.metaphlan3	AMH004.A0101.metaphlan3	AMH003.A0101.metaphlan3	AMH002.A0101.metaphlan3	AMH001.A0101.metaphlan3	AKI002.A0101.metaphlan3	AKI001.A0101.metaphlan3	AHK001.A0101.metaphlan3
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfomicrobiaceae|g__Desulfomicrobium|s__Desulfomicrobium_orale	2|1224|28221|213115|213116|898|132132	0	0	0	0	0	0	4.68061	0.77589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.24412	0	1.75554	2.5022	2.79722	0	0	0	0	0	0	0	0	0	0	17.78131	1.6785	0	0	1.02133	1.29982	0	9.72428	0	0	3.22102	0	6.15697	0	0.4461	0	0	0	0.1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38109	0	3.63132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.49458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.28645	0	3.57487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	2|1224|28221|213115|194924|35832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila|s__Bilophila_wadsworthia	2|1224|28221|213115|194924|35832|35833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21019	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0	0	0	0	0	0	0.03707	0.06367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	1.47901	3.70015	0.13953	0	0	0	0	0.40646	0	0.20928	0	0.13682	0	0	0.27136	0.28862	0.21696	0.12046	0	0.15759	1.61077	0	0.29361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42035	1.25792	0.81398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39316	0	0	0	0	0	0	0	0.12724	0.40996	0.6426	0	0	0.34486	1.02618	0.2904	0.66645	0.29592	1.61193	0.63549	0.23935	0	0	0.43482	1.70919	0.81366	0.50872	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0	0	0	0	0	0	0.03707	0.06367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	1.47901	3.70015	0.13953	0	0	0	0	0.40646	0	0.20928	0	0.13682	0	0	0.27136	0.28862	0.21696	0.12046	0	0.15759	1.61077	0	0.29361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42035	1.25792	0.81398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39316	0	0	0	0	0	0	0	0.12724	0.40996	0.6426	0	0	0.34486	1.02618	0.2904	0.66645	0.29592	1.61193	0.63549	0.23935	0	0	0.43482	1.70919	0.81366	0.50872	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae	2|1224|29547|213849|72294	0	0	0	0	0	0	0.03707	0.06367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	1.47901	3.70015	0.13953	0	0	0	0	0.40646	0	0.20928	0	0.13682	0	0	0.27136	0.28862	0.21696	0.12046	0	0.15759	1.61077	0	0.29361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42035	1.25792	0.81398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39316	0	0	0	0	0	0	0	0.12724	0.40996	0.6426	0	0	0.34486	1.02618	0.2904	0.66645	0.29592	1.61193	0.63549	0.23935	0	0	0.43482	1.70919	0.81366	0.50872	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter	2|1224|29547|213849|72294|194	0	0	0	0	0	0	0.03707	0.06367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	1.47901	3.70015	0.13953	0	0	0	0	0.40646	0	0.20928	0	0.13682	0	0	0.27136	0.28862	0.21696	0.12046	0	0.15759	1.61077	0	0.29361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.42035	1.25792	0.81398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39316	0	0	0	0	0	0	0	0.12724	0.40996	0.6426	0	0	0.34486	1.02618	0.2904	0.66645	0.29592	1.61193	0.63549	0.23935	0	0	0.43482	1.70919	0.81366	0.50872	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_gracilis	2|1224|29547|213849|72294|194|824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16963	0.09842	0	0	0	0	0	0.00435	0	0	0	0.00348	0	0	0	0	0.0103	0.0354	0	0	0.19994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13285	0.16243	0.17795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01298	0.10449	0	0	0.02364	0	0	0	0	0	0.13808	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_rectus	2|1224|29547|213849|72294|194|203	0	0	0	0	0	0	0.03707	0.06367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0429	0	0	0	0	0	0	0	0	0	0	0	0.06416	0.13953	0	0	0	0	0.32889	0	0.18594	0	0.12954	0	0	0.27136	0.24663	0.15834	0.06546	0	0.14576	1.0118	0	0.22022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.90509	0.63816	0.16625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39316	0	0	0	0	0	0	0	0.12724	0.33494	0.40261	0	0	0.10826	0.74892	0.2512	0.59281	0.2427	1.26657	0.35387	0.20978	0	0	0.40484	1.48098	0.62331	0.41518	0	0
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Campylobacteraceae|g__Campylobacter|s__Campylobacter_showae	2|1224|29547|213849|72294|194|204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.30938	3.53756	0	0	0	0	0	0.07322	0	0.02334	0	0.00379	0	0	0	0.04199	0.04832	0.01961	0	0.01183	0.39902	0	0.07338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.3824	0.45733	0.46979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06204	0.1355	0	0	0.21296	0.27726	0.0392	0.07364	0.05322	0.34535	0.14355	0.02957	0	0	0.02998	0.22821	0.19035	0.09355	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0	0	0	0	0	0	0	0	9.90031	0	16.60245	1.07953	2.29968	0.92919	0	0	0	0	0	75.37721	0	18.0485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10134	5.04692	0	0	0	0	2.23761	0	0	0	0	0	0.51391	0.19046	0	0	0	0.07459	0	0	0.1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	1.58608	0.03636	0	0	0	0	0	97.95455	0	0	0	100.0	0	100.0	0	0	100.0	100.0	0	100.0	0	0	0	0	1.6497	0	0	0	0	0	0.33996	0	0	0	6.61948	0	0	0	0	0	0	48.2537	22.56539	0	82.76588	17.31979	39.67264	0	0	0.01366	0	0	0	0	0	0	0	0	0.71701	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales	2|1224|1236|135624	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae	2|1224|1236|135624|84642	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas	2|1224|1236|135624|84642|642	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Aeromonadales|f__Aeromonadaceae|g__Aeromonas|s__Aeromonas_caviae	2|1224|1236|135624|84642|642|648	0	0	0	0	0	0	0	0	0.1452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales	2|1224|1236|135615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03093	2.81442	0	0	0	0	0	0	0	0	0	0	0	0.12263	0	0	0	0	0	0	0.10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	1.58608	0.03636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0	0	0	0	0	0.68361	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae	2|1224|1236|135615|868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03093	2.81442	0	0	0	0	0	0	0	0	0	0	0	0.12263	0	0	0	0	0	0	0.10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	1.58608	0.03636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0	0	0	0	0	0.68361	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium	2|1224|1236|135615|868|2717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03093	2.81442	0	0	0	0	0	0	0	0	0	0	0	0.12263	0	0	0	0	0	0	0.10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	1.58608	0.03636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0	0	0	0	0	0.68361	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_hominis	2|1224|1236|135615|868|2717|2718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Cardiobacteriales|f__Cardiobacteriaceae|g__Cardiobacterium|s__Cardiobacterium_valvarum	2|1224|1236|135615|868|2717|194702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.03093	2.29182	0	0	0	0	0	0	0	0	0	0	0	0.12263	0	0	0	0	0	0	0.10072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07164	1.55202	0.03636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.11227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01366	0	0	0	0	0	0	0	0	0.68361	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0	0	0	0	0	0	0	0	0.75819	0	0	1.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2537	1.10919	0	82.76588	5.45211	19.48597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0	0	0	0	0	0	0	0	0.75819	0	0	1.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2537	1.10919	0	82.76588	5.45211	19.48597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter	2|1224|1236|91347|543|547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Enterobacter|s__Enterobacter_cloacae_complex	2|1224|1236|91347|543|547|354276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia	2|1224|1236|91347|543|561	0	0	0	0	0	0	0	0	0.75819	0	0	1.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10919	0	0	5.45211	19.48597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae|g__Escherichia|s__Escherichia_coli	2|1224|1236|91347|543|561|562	0	0	0	0	0	0	0	0	0.75819	0	0	1.07953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10919	0	0	5.45211	19.48597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
