#Datasets	MeganServer::ERR1883438_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1930145_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1930121_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR062298_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS001.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1761705_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS011.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::ERR1883424_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR061320_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR061365_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR513165_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883421_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1633008_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1761698_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR3189416_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1631064_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1631061_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1929408_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS012.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1761677_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR512767_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR060358_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883418_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1761710_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR063517_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR061192_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR3189418_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR514306_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1930123_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1930141_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR059455_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR514329_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS017.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR059389_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR514239_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR061562_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR062083_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883419_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883422_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1804823_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS004.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1631063_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR514202_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR3189411_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR059917_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883430_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1761682_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883423_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR513768_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1804664_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1631060_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR062299_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883420_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR513828_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ERR1883436_S0_L001_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS015.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::ARS005.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1761692_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS020.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR3184100_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR061294_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS013.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1761697_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1761688_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR059425_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR513775_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::ARS010.A0101.SG1.2_S0_L003_R1_001.fastq.combined.fq.prefixed.extractunmapped.bam	MeganServer::SRR1761718_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR1761721_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped	MeganServer::SRR3184876_S0_L000_R1_000.fastq.merged.prefixed.hg19unmapped
"Scardovia"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4498.0	0.0	2346.0	2161.0	0.0	0.0	0.0	0.0	0.0	0.0	2547.0	2687.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4288.0	0.0	0.0	0.0	0.0	2428.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2147.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Actinospica"	214.0	0.0	0.0	0.0	1273.0	0.0	1113.0	292.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2475.0	0.0	0.0	0.0	0.0	0.0	226.0	0.0	880.0	0.0	0.0	0.0	0.0	268.0	0.0	308.0	0.0	0.0	0.0	0.0	0.0	0.0	371.0	1487.0	986.0	0.0	1447.0	0.0	0.0	1324.0	0.0	0.0	0.0	0.0	890.0	0.0	0.0	0.0
"Catenulispora"	201.0	0.0	0.0	0.0	1472.0	0.0	1361.0	289.0	0.0	0.0	0.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0	1755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2740.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	1010.0	0.0	0.0	0.0	0.0	259.0	0.0	351.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	1531.0	1147.0	0.0	1457.0	0.0	0.0	1465.0	0.0	0.0	0.0	0.0	975.0	0.0	0.0	0.0
"Corynebacterium"	2754.0	0.0	0.0	929876.0	4761.0	0.0	3014.0	1733.0	1214142.0	2665814.0	866105.0	3314.0	48913.0	0.0	378735.0	1040576.0	936445.0	0.0	4009.0	0.0	9744150.0	0.0	4075.0	0.0	3697822.0	2498789.0	346022.0	6337023.0	0.0	0.0	0.0	497614.0	6388.0	0.0	1264919.0	2634294.0	1610631.0	5330.0	2587.0	563229.0	3002.0	1036975.0	71111.0	414125.0	0.0	5517.0	0.0	1802.0	4334564.0	7315010.0	914955.0	140215.0	5291.0	1.7076714E7	7886.0	5358.0	3399.0	93951.0	3550.0	247246.0	1863269.0	3648.0	0.0	0.0	0.0	3537948.0	2697.0	0.0	0.0	1052778.0
"Lawsonella"	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2743.0	0.0	6932.0	21176.0	18955.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6368.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20977.0	0.0	7335.0	0.0	0.0	0.0	0.0	0.0	0.0	18569.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14174.0
"Dietzia"	2016.0	0.0	0.0	0.0	1595.0	0.0	813.0	378.0	0.0	0.0	0.0	3597.0	5961.0	0.0	8846.0	14761.0	13082.0	0.0	1184.0	0.0	0.0	0.0	7582.0	0.0	0.0	0.0	7963.0	0.0	0.0	0.0	0.0	0.0	1718.0	0.0	0.0	0.0	0.0	7054.0	624.0	0.0	744.0	14727.0	0.0	9328.0	0.0	2629.0	0.0	497.0	0.0	0.0	12751.0	0.0	13118.0	0.0	4112.0	1518.0	810.0	0.0	1119.0	18133.0	0.0	1018.0	0.0	0.0	0.0	0.0	665.0	0.0	0.0	0.0
"Gordonia"	799.0	0.0	0.0	0.0	5715.0	0.0	2521.0	965.0	0.0	0.0	0.0	774.0	7327.0	0.0	12058.0	712940.0	637326.0	0.0	3728.0	0.0	0.0	0.0	1055.0	0.0	0.0	0.0	10601.0	0.0	0.0	0.0	0.0	0.0	6039.0	0.0	0.0	0.0	0.0	949.0	1550.0	0.0	2295.0	709041.0	0.0	12392.0	0.0	1857.0	0.0	1362.0	0.0	0.0	622838.0	0.0	1337.0	0.0	2688.0	5248.0	2841.0	0.0	3368.0	4295.0	0.0	3114.0	0.0	0.0	0.0	0.0	1903.0	0.0	0.0	21686.0
"Mycobacterium"	7399.0	2515.0	0.0	2830.0	650425.0	0.0	35359.0	11538.0	0.0	0.0	1558.0	9799.0	11129.0	0.0	15580.0	83977.0	74553.0	2570.0	51132.0	0.0	0.0	0.0	6871.0	0.0	0.0	0.0	14312.0	0.0	0.0	0.0	0.0	0.0	199798.0	0.0	5360.0	0.0	0.0	5933.0	11151.0	0.0	74233.0	82989.0	6569.0	16896.0	0.0	25766.0	0.0	27947.0	3543.0	0.0	72777.0	2617.0	9054.0	0.0	29425.0	506813.0	89889.0	0.0	137885.0	19771.0	2052.0	139085.0	0.0	0.0	0.0	0.0	22949.0	0.0	0.0	43240.0
"Mycobacteroides"	152.0	0.0	0.0	0.0	4194.0	0.0	553.0	207.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	2614.0	2281.0	0.0	838.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2322.0	0.0	0.0	0.0	0.0	140.0	283.0	0.0	673.0	2459.0	0.0	0.0	0.0	393.0	0.0	277.0	0.0	0.0	2307.0	0.0	224.0	0.0	506.0	3481.0	875.0	0.0	1091.0	0.0	0.0	1284.0	0.0	0.0	0.0	0.0	475.0	0.0	0.0	0.0
"Mycolicibacter"	0.0	0.0	0.0	0.0	6526.0	0.0	522.0	0.0	0.0	0.0	0.0	1460.0	0.0	0.0	0.0	0.0	0.0	0.0	739.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2935.0	0.0	0.0	0.0	0.0	335.0	0.0	0.0	1011.0	0.0	0.0	0.0	0.0	2166.0	0.0	0.0	0.0	0.0	0.0	0.0	206.0	0.0	2138.0	7141.0	1398.0	0.0	1581.0	0.0	0.0	2162.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Mycolicibacterium"	33729.0	0.0	0.0	0.0	269077.0	0.0	10965.0	2521.0	0.0	0.0	0.0	395.0	0.0	0.0	0.0	8866.0	7881.0	0.0	12723.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74210.0	0.0	0.0	0.0	0.0	0.0	755.0	0.0	22895.0	8836.0	0.0	0.0	0.0	5315.0	0.0	4590.0	0.0	0.0	7805.0	0.0	186.0	0.0	5892.0	158864.0	33352.0	0.0	42395.0	0.0	0.0	44486.0	0.0	0.0	0.0	0.0	5391.0	0.0	0.0	0.0
"Nocardia"	1702.0	0.0	0.0	0.0	25198.0	0.0	10210.0	2220.0	0.0	0.0	0.0	1602.0	0.0	0.0	0.0	5374.0	4726.0	0.0	16384.0	0.0	0.0	0.0	1679.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25850.0	0.0	0.0	0.0	0.0	1385.0	10528.0	0.0	9548.0	5195.0	0.0	0.0	0.0	4069.0	0.0	26354.0	0.0	0.0	4504.0	0.0	2310.0	0.0	5158.0	21441.0	12747.0	0.0	12714.0	0.0	0.0	13439.0	0.0	0.0	0.0	0.0	7895.0	0.0	0.0	0.0
"Rhodococcus"	5107.0	0.0	0.0	0.0	31154.0	0.0	12525.0	4141.0	0.0	0.0	0.0	6016.0	35522.0	0.0	20170.0	160819.0	140698.0	0.0	19300.0	0.0	0.0	0.0	7315.0	0.0	0.0	0.0	18223.0	0.0	0.0	0.0	0.0	0.0	29682.0	0.0	0.0	0.0	0.0	8152.0	10993.0	0.0	12413.0	167244.0	0.0	20162.0	0.0	17444.0	0.0	23374.0	3358.0	0.0	141597.0	0.0	11351.0	0.0	22438.0	28957.0	15522.0	0.0	16708.0	6439.0	0.0	16151.0	0.0	0.0	0.0	0.0	10332.0	0.0	0.0	13840.0
"Williamsia"	310.0	0.0	0.0	0.0	1936.0	0.0	768.0	252.0	0.0	0.0	0.0	228.0	0.0	0.0	2420.0	50223.0	44958.0	0.0	996.0	0.0	0.0	0.0	351.0	0.0	0.0	0.0	2172.0	0.0	0.0	0.0	0.0	0.0	1645.0	0.0	0.0	0.0	0.0	333.0	457.0	0.0	667.0	50166.0	0.0	2598.0	0.0	862.0	0.0	554.0	0.0	0.0	44360.0	0.0	472.0	0.0	1052.0	1820.0	938.0	0.0	907.0	0.0	0.0	913.0	0.0	0.0	0.0	0.0	507.0	0.0	0.0	3368.0
"Segniliparus"	0.0	0.0	0.0	0.0	427.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	247.0	0.0	262.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
"Tsukamurella"	231.0	0.0	0.0	0.0	1983.0	0.0	961.0	283.0	0.0	0.0	0.0	211.0	4256.0	0.0	5951.0	3255.0	2926.0	0.0	1318.0	0.0	0.0	0.0	305.0	0.0	0.0	0.0	5730.0	0.0	0.0	0.0	0.0	0.0	2127.0	0.0	0.0	0.0	0.0	246.0	682.0	0.0	862.0	3207.0	0.0	6637.0	0.0	551.0	0.0	455.0	0.0	0.0	2792.0	0.0	369.0	0.0	797.0	1832.0	1042.0	0.0	1227.0	0.0	0.0	1044.0	0.0	0.0	0.0	0.0	701.0	0.0	0.0	0.0
"Cryptosporangium"	460.0	0.0	0.0	0.0	3996.0	0.0	3562.0	803.0	0.0	0.0	0.0	267.0	0.0	0.0	0.0	0.0	0.0	0.0	5318.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7320.0	0.0	0.0	0.0	0.0	216.0	843.0	0.0	3406.0	0.0	0.0	0.0	0.0	790.0	0.0	1041.0	0.0	0.0	0.0	0.0	382.0	0.0	1005.0	5612.0	3404.0	0.0	4058.0	0.0	0.0	4080.0	0.0	0.0	0.0	0.0	2546.0	0.0	0.0	0.0
"Frankia"	2097.0	0.0	0.0	0.0	12851.0	0.0	10970.0	4450.0	0.0	0.0	0.0	1349.0	0.0	0.0	0.0	1466.0	1305.0	0.0	15047.0	0.0	0.0	0.0	1166.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21374.0	0.0	0.0	0.0	0.0	823.0	3272.0	0.0	10379.0	1485.0	0.0	0.0	0.0	2552.0	0.0	5642.0	0.0	0.0	1252.0	0.0	1572.0	0.0	3415.0	16011.0	10160.0	0.0	12756.0	0.0	0.0	11817.0	0.0	0.0	0.0	0.0	9092.0	0.0	0.0	0.0
"Jatrophihabitans"	0.0	0.0	0.0	0.0	440.0	0.0	439.0	195.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	577.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	892.0	0.0	0.0	0.0	0.0	0.0	148.0	0.0	365.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	540.0	397.0	0.0	499.0	0.0	0.0	424.0	0.0	0.0	0.0	0.0	287.0	0.0	0.0	0.0
"Motilibacter"	356.0	0.0	0.0	0.0	865.0	0.0	1261.0	492.0	0.0	0.0	0.0	148.0	0.0	0.0	0.0	0.0	0.0	0.0	1714.0	0.0	0.0	0.0	177.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2153.0	0.0	0.0	0.0	0.0	0.0	388.0	0.0	889.0	0.0	0.0	0.0	0.0	341.0	0.0	634.0	0.0	0.0	0.0	0.0	208.0	0.0	520.0	1364.0	993.0	0.0	1465.0	0.0	0.0	1113.0	0.0	0.0	0.0	0.0	903.0	0.0	0.0	0.0
"Blastococcus"	1582.0	0.0	0.0	0.0	5446.0	0.0	4802.0	1921.0	0.0	0.0	0.0	1119.0	0.0	0.0	0.0	8312.0	7425.0	0.0	6871.0	0.0	0.0	0.0	1676.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9053.0	0.0	0.0	0.0	0.0	1350.0	2436.0	0.0	4822.0	8462.0	0.0	0.0	0.0	2980.0	0.0	5825.0	0.0	0.0	7172.0	0.0	2812.0	0.0	4727.0	6804.0	4322.0	0.0	5687.0	0.0	0.0	5094.0	0.0	0.0	0.0	0.0	3484.0	0.0	0.0	4832.0
"Geodermatophilus"	2800.0	0.0	0.0	0.0	13997.0	0.0	12465.0	3630.0	0.0	0.0	0.0	1591.0	0.0	0.0	0.0	8464.0	7272.0	0.0	18371.0	0.0	0.0	0.0	2230.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24271.0	0.0	0.0	0.0	0.0	1680.0	5148.0	0.0	13516.0	8212.0	0.0	0.0	0.0	4721.0	0.0	6790.0	0.0	0.0	7011.0	0.0	3047.0	0.0	7238.0	20339.0	12422.0	0.0	14272.0	0.0	0.0	13207.0	0.0	0.0	0.0	0.0	8642.0	0.0	0.0	3998.0
"Modestobacter"	606.0	0.0	0.0	0.0	2786.0	0.0	2502.0	809.0	0.0	0.0	0.0	336.0	0.0	0.0	0.0	11528.0	10009.0	0.0	3542.0	0.0	0.0	0.0	499.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5219.0	0.0	0.0	0.0	0.0	341.0	1054.0	0.0	2419.0	11396.0	0.0	0.0	0.0	1079.0	0.0	1583.0	0.0	0.0	9686.0	0.0	634.0	0.0	1728.0	3802.0	2224.0	0.0	2894.0	0.0	0.0	2480.0	0.0	0.0	0.0	0.0	1638.0	0.0	0.0	3107.0
"Glycomyces"	817.0	0.0	0.0	0.0	3780.0	0.0	4420.0	3919.0	0.0	0.0	0.0	555.0	0.0	0.0	0.0	0.0	0.0	0.0	6299.0	0.0	0.0	0.0	487.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7885.0	0.0	0.0	0.0	0.0	386.0	1030.0	0.0	2955.0	0.0	0.0	0.0	0.0	1291.0	0.0	1001.0	0.0	0.0	0.0	0.0	699.0	0.0	1979.0	4972.0	3606.0	0.0	4743.0	0.0	0.0	4609.0	0.0	0.0	0.0	0.0	3319.0	0.0	0.0	0.0
"Stackebrandtia"	0.0	0.0	0.0	0.0	1220.0	0.0	1480.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1775.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2651.0	0.0	0.0	0.0	0.0	0.0	344.0	0.0	521.0	0.0	0.0	0.0	0.0	190.0	0.0	245.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1360.0	1309.0	0.0	1210.0	0.0	0.0	1431.0	0.0	0.0	0.0	0.0	1005.0	0.0	0.0	0.0
"Jiangella"	1938.0	0.0	0.0	0.0	17386.0	0.0	32081.0	2258.0	0.0	0.0	0.0	966.0	0.0	0.0	0.0	1308.0	1144.0	0.0	41930.0	0.0	0.0	0.0	1033.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52677.0	0.0	0.0	0.0	0.0	802.0	2488.0	0.0	10324.0	0.0	0.0	0.0	0.0	3033.0	0.0	2325.0	0.0	0.0	1110.0	0.0	1418.0	0.0	4334.0	19914.0	18933.0	0.0	59919.0	0.0	0.0	28614.0	0.0	0.0	0.0	0.0	17033.0	0.0	0.0	0.0
"Angustibacter"	332.0	0.0	0.0	0.0	926.0	0.0	1411.0	450.0	0.0	0.0	0.0	217.0	0.0	0.0	0.0	0.0	0.0	0.0	1933.0	0.0	0.0	0.0	343.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2413.0	0.0	0.0	0.0	0.0	257.0	380.0	0.0	624.0	0.0	0.0	0.0	0.0	582.0	0.0	945.0	0.0	0.0	0.0	0.0	436.0	0.0	888.0	1210.0	905.0	0.0	1429.0	0.0	0.0	1362.0	0.0	0.0	0.0	0.0	897.0	0.0	0.0	0.0
"Kineococcus"	185.0	0.0	0.0	0.0	488.0	0.0	543.0	180.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	904.0	0.0	0.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1082.0	0.0	0.0	0.0	0.0	0.0	237.0	0.0	383.0	0.0	0.0	0.0	0.0	299.0	0.0	251.0	0.0	0.0	0.0	0.0	240.0	0.0	532.0	710.0	486.0	0.0	704.0	0.0	0.0	627.0	0.0	0.0	0.0	0.0	461.0	0.0	0.0	0.0
"Kineosporia"	754.0	0.0	0.0	0.0	2711.0	0.0	3488.0	871.0	0.0	0.0	0.0	361.0	0.0	0.0	0.0	0.0	0.0	0.0	5165.0	0.0	0.0	0.0	523.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7327.0	0.0	0.0	0.0	0.0	387.0	969.0	0.0	2182.0	0.0	0.0	0.0	0.0	966.0	0.0	1151.0	0.0	0.0	0.0	0.0	685.0	0.0	1381.0	4118.0	2954.0	0.0	4052.0	0.0	0.0	3657.0	0.0	0.0	0.0	0.0	2526.0	0.0	0.0	0.0
"Beutenbergia"	219.0	0.0	0.0	0.0	853.0	0.0	971.0	199.0	0.0	0.0	0.0	169.0	0.0	0.0	0.0	0.0	0.0	0.0	1365.0	0.0	0.0	0.0	206.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2080.0	0.0	0.0	0.0	0.0	181.0	184.0	0.0	548.0	0.0	0.0	0.0	0.0	481.0	0.0	0.0	0.0	0.0	0.0	0.0	301.0	0.0	757.0	998.0	674.0	0.0	1532.0	0.0	0.0	975.0	0.0	0.0	0.0	0.0	724.0	0.0	0.0	0.0
"Georgenia"	669.0	0.0	0.0	0.0	0.0	0.0	454.0	146.0	0.0	0.0	0.0	502.0	0.0	0.0	0.0	0.0	0.0	0.0	595.0	0.0	0.0	0.0	997.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	758.0	0.0	0.0	0.0	0.0	1075.0	161.0	0.0	263.0	0.0	0.0	0.0	0.0	2068.0	0.0	0.0	0.0	0.0	0.0	0.0	2087.0	0.0	3867.0	545.0	296.0	0.0	466.0	0.0	0.0	366.0	0.0	0.0	0.0	0.0	301.0	0.0	0.0	0.0
"Brevibacterium"	17587.0	0.0	0.0	0.0	1144.0	0.0	1239.0	614.0	0.0	0.0	0.0	16707.0	2598.0	0.0	2581.0	20058.0	18126.0	0.0	1546.0	0.0	0.0	0.0	49602.0	0.0	0.0	0.0	2462.0	9232.0	0.0	0.0	0.0	2732.0	2442.0	0.0	0.0	0.0	0.0	47336.0	853.0	0.0	900.0	20252.0	0.0	2709.0	0.0	71409.0	0.0	1045.0	22358.0	0.0	17623.0	0.0	83251.0	0.0	95660.0	1653.0	1025.0	0.0	1375.0	0.0	0.0	1212.0	0.0	0.0	0.0	0.0	987.0	0.0	0.0	4311.0
"Cellulomonas"	2213.0	0.0	0.0	0.0	4635.0	0.0	5585.0	1707.0	0.0	0.0	0.0	1441.0	0.0	0.0	0.0	3738.0	3215.0	0.0	7757.0	0.0	0.0	0.0	1952.0	0.0	2586.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11036.0	0.0	0.0	2991.0	0.0	1636.0	2014.0	0.0	3680.0	3690.0	1409.0	0.0	0.0	5285.0	0.0	2076.0	0.0	0.0	3167.0	0.0	2625.0	0.0	7615.0	6658.0	4445.0	0.0	7252.0	2503.0	0.0	5634.0	0.0	0.0	0.0	0.0	4117.0	0.0	0.0	0.0
"Oerskovia"	366.0	0.0	0.0	0.0	0.0	0.0	508.0	116.0	0.0	0.0	0.0	516.0	0.0	0.0	0.0	0.0	0.0	0.0	678.0	0.0	0.0	0.0	297.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	928.0	0.0	0.0	0.0	0.0	362.0	182.0	0.0	314.0	0.0	0.0	0.0	0.0	4974.0	0.0	0.0	0.0	0.0	0.0	0.0	480.0	0.0	2871.0	615.0	387.0	0.0	608.0	0.0	0.0	529.0	0.0	0.0	0.0	0.0	347.0	0.0	0.0	0.0
"Paraoerskovia"	0.0	0.0	0.0	0.0	0.0	0.0	307.0	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0	428.0	0.0	0.0	0.0	165.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	711.0	0.0	0.0	0.0	0.0	151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	364.0	0.0	0.0	0.0	0.0	0.0	0.0	231.0	0.0	533.0	0.0	247.0	0.0	399.0	0.0	0.0	341.0	0.0	0.0	0.0	0.0	240.0	0.0	0.0	0.0
