#OTU ID	EXB037.A2901	EXB037.A3001	EXB037.A3101	EXB037.A3201	EXB037.A3301	EXB037.A3401	HCLVMBCX2-3505-13-00-01_S13	HCLVMBCX2-3505-19-00-01_S19	HCLVMBCX2-3505-32-00-01_S32	LIB030.A0112	LIB030.A0113	LIB030.A0114	LIB030.A0115
Enterobacter asburiae	0	0	14	0	41	0	0	0	0	0	0	0	0
Enterobacter cloacae	0	0	10	0	0	9	0	96	0	0	10	0	0
Enterobacter cloacae complex sp.	0	0	0	0	0	9	0	0	0	0	0	0	0
Enterobacter hormaechei	12	0	6	24	89	3600	0	37	0	58	49	54	48
Enterobacter roggenkampii	0	0	0	0	0	0	0	56	0	0	0	0	0
Enterobacter sp. BIDMC87	0	0	0	0	10	0	0	0	0	0	0	0	0
Enterobacter sp. kpr-6	0	0	8	0	0	0	0	0	0	0	0	0	0
Enterobacteriaceae bacterium	0	0	0	0	0	0	0	0	0	4	0	0	0
Enterobacteriaceae bacterium ATCC 29904	0	0	0	0	0	0	0	0	0	7	0	0	0
Enterococcus cecorum	42	31	38	0	42	0	0	0	0	0	0	0	7
Enterococcus columbae	0	0	0	0	0	0	0	0	0	77	0	0	0
Enterococcus faecium	682	739	306	3815	2935	7773	85	2607	73	1730	544	6044	3345
Enterorhabdus caecimuris	0	0	0	0	0	0	0	0	0	0	4	0	0
Enterorhabdus mucosicola	0	0	0	0	0	0	0	0	0	0	11	0	0
Eoetvoesia caeni	47	12	0	0	26	0	0	0	0	7	0	0	0
Erwinia billingiae	0	0	0	11	0	0	0	0	0	0	0	0	0
Erythrobacter flavus	0	0	0	15	0	0	0	0	0	0	0	0	0
Erythrobacter litoralis	0	0	0	14	0	0	0	0	0	0	0	0	0
Erythrobacter sp. HL-111	0	0	0	6	0	0	0	0	0	0	0	0	0
Erythrobacter sp. SG61-1L	0	0	0	10	0	0	0	0	0	9	0	0	0
Escherichia albertii	0	0	0	0	0	0	0	0	0	6	0	0	0
Escherichia coli	5175	4318	479	1394	1064	446	3	175	30	6009	543	3972	5900
Eubacterium callanderi	0	0	0	0	0	0	0	0	0	0	9	0	0
Exiguobacterium sp. ZOR0005	0	0	0	0	0	17	0	0	0	0	0	0	0
Extensimonas vulgaris	21	7	0	0	20	0	0	0	0	0	0	0	0
Faecalibacterium prausnitzii	0	0	0	0	0	0	0	24	0	0	0	0	0
Ferriphaselus amnicola	0	0	0	0	0	0	0	0	8	0	0	0	0
Ferriphaselus sp. R-1	0	0	0	0	0	0	0	0	35	0	0	0	0
Filifactor alocis	0	0	0	0	0	0	0	0	0	0	7	0	0
Filimonas lacunae	0	0	0	0	0	12	0	0	0	5	0	0	0
Finegoldia magna	42	18	0	0	12	0	0	0	0	0	10	0	28
Firmicutes bacterium	0	0	0	0	0	0	0	30	0	0	3	0	0
Flavivirga eckloniae	0	0	0	0	0	0	0	0	0	0	8	0	0
Flavobacteriaceae bacterium 3519-10	0	0	0	0	0	0	0	0	0	8	0	0	0
Flavobacterium aciduliphilum	0	0	0	13	0	0	0	0	0	23	11	26	0
Flavobacterium anhuiense	0	0	0	0	0	0	0	0	0	0	3	13	0
Flavobacterium aquaticum	0	0	0	16	0	0	0	0	0	31	23	16	0
Flavobacterium aquatile	37	19	19	58	0	0	0	0	0	103	77	81	0
Flavobacterium aquicola	7	0	11	15	0	0	0	18	0	19	20	41	0
Flavobacterium araucananum	0	0	0	0	0	0	0	0	0	9	12	8	0
Flavobacterium branchiophilum	23	17	14	53	0	0	0	0	0	94	77	110	0
Flavobacterium columnare	8	0	0	9	0	0	0	0	0	20	14	34	0
Flavobacterium commune	10	0	0	23	0	0	0	0	0	22	32	30	0
Flavobacterium crassostreae	0	0	0	10	0	0	0	0	0	7	12	20	0
Flavobacterium cutihirudinis	0	0	0	4	0	0	0	0	0	0	0	10	0
Flavobacterium daejeonense	6	0	0	9	0	0	0	0	0	11	17	17	0
Flavobacterium defluvii	0	0	0	0	0	0	0	0	0	14	7	16	0
Flavobacterium degerlachei	5	0	0	14	0	0	0	0	0	7	22	26	0
Flavobacterium denitrificans	0	0	0	4	0	0	0	0	0	16	0	0	0
Flavobacterium endophyticum	0	0	0	0	0	0	0	0	0	0	0	9	0
Flavobacterium faecale	0	0	0	12	0	0	0	0	0	17	21	37	0
Flavobacterium filum	0	0	0	0	0	0	0	0	0	6	0	24	0
Flavobacterium flevense	0	0	0	23	0	0	0	0	0	22	16	43	10
Flavobacterium frigidarium	12	0	0	12	0	0	0	0	0	11	17	16	0
Flavobacterium frigoris	13	0	0	20	0	9	0	13	0	26	20	33	0
Flavobacterium gelidilacus	0	0	0	9	0	0	0	0	0	11	18	14	0
Flavobacterium gilvum	17	8	11	8	0	0	0	14	0	23	23	47	0
Flavobacterium glaciei	30	14	11	25	0	0	0	0	0	60	34	84	0
Flavobacterium glycines	10	0	0	12	0	0	0	0	0	22	34	21	0
Flavobacterium haoranii	0	0	0	0	0	0	0	0	0	13	0	12	0
Flavobacterium hercynium	0	0	0	5	0	0	0	0	0	7	8	19	0
Flavobacterium hibernum	0	0	0	10	0	0	0	0	0	13	12	13	0
Flavobacterium hydatis	0	0	17	10	0	0	0	0	0	22	25	15	0
Flavobacterium indicum	12	0	0	14	0	0	0	0	0	13	18	14	0
Flavobacterium johnsoniae	0	0	0	0	0	0	0	0	0	17	15	17	0
Flavobacterium kingsejongi	0	0	0	0	0	0	0	0	0	0	0	8	0
Flavobacterium lacus	0	0	0	0	0	0	0	0	0	10	0	14	0
Flavobacterium lindanitolerans	0	0	0	0	0	0	0	0	0	5	0	0	0
Flavobacterium micromati	0	0	0	21	0	0	0	0	0	34	23	33	0
Flavobacterium noncentrifugens	0	0	0	0	0	0	0	0	0	0	0	11	0
Flavobacterium omnivorum	14	0	5	29	0	0	0	14	0	18	21	26	0
Flavobacterium oncorhynchi	0	0	0	0	0	0	0	0	0	9	4	11	0
Flavobacterium pectinovorum	0	0	0	16	0	0	0	0	0	6	15	11	0
Flavobacterium phragmitis	0	0	0	0	0	0	0	0	0	9	4	0	0
Flavobacterium piscis	0	0	0	8	0	0	0	0	0	9	12	10	0
Flavobacterium plurextorum	7	0	0	11	0	0	0	0	0	10	0	19	0
Flavobacterium psychrophilum	19	12	9	30	0	0	0	0	0	72	45	43	0
Flavobacterium reichenbachii	0	0	5	8	0	0	0	0	0	0	11	10	0
Flavobacterium rivuli	0	0	0	0	0	0	0	0	0	5	0	0	0
Flavobacterium saliperosum	0	0	0	0	0	0	0	0	0	0	0	8	0
Flavobacterium sasangense	7	0	9	15	0	0	0	0	0	28	28	23	0
Flavobacterium segetis	0	0	0	4	0	0	0	0	0	12	29	14	0
Flavobacterium sinopsychrotolerans	30	0	10	6	0	0	0	15	0	28	26	39	0
Flavobacterium soli	0	0	0	1	0	0	0	0	0	40	8	26	0
Flavobacterium sp. 316	0	0	0	9	0	0	0	0	0	16	8	0	0
Flavobacterium sp. Fl	0	0	0	3	0	0	0	0	0	0	13	23	0
Flavobacterium sp. ov086	0	0	0	0	0	0	0	0	0	12	0	0	0
Flavobacterium sp. Root186	0	0	0	0	0	0	0	0	0	9	0	13	0
Flavobacterium sp. Root420	0	0	0	3	0	0	0	0	0	15	7	19	0
Flavobacterium sp. Root901	0	0	0	0	0	0	0	0	0	15	0	0	0
Flavobacterium sp. Root935	0	0	0	8	0	0	0	0	0	14	9	22	0
Flavobacterium sp. URHB0058	0	0	0	11	0	0	0	0	0	14	12	11	0
Flavobacterium spartansii	0	0	0	0	0	0	0	0	0	5	3	0	0
Flavobacterium succinicans	45	18	12	49	26	0	0	13	0	65	73	70	0
Flavobacterium tegetincola	0	0	0	17	0	7	0	0	0	8	11	22	0
Flavobacterium terrigena	104	47	76	161	0	0	0	0	10	237	198	312	17
Flavobacterium tructae	0	0	0	0	0	0	0	0	0	7	0	0	0
Flavobacterium urumqiense	17	0	3	20	0	0	0	0	0	27	26	19	0
Flavobacterium xinjiangense	14	0	6	18	0	0	0	0	0	28	31	48	0
Flavobacterium xueshanense	9	0	10	27	0	0	0	0	0	22	51	27	0
Fluviicola taffensis	0	0	0	11	0	0	0	0	0	0	0	0	0
Formosa spongicola	0	0	0	0	0	0	0	0	0	0	11	0	0
Francisellaceae bacterium	23	0	8	17	0	66	0	0	0	23	32	70	19
Franconibacter pulveris	0	0	6	0	0	0	0	0	0	0	0	0	0
Frankiales bacterium	0	0	0	0	0	0	0	0	0	0	0	0	15
Frankineae bacterium MT45	0	0	0	0	0	0	0	0	0	0	0	0	6
Frateuria aurantia	0	0	0	0	0	0	0	0	0	0	16	0	0
Frateuria sp. Soil773	0	27	0	0	10	13	0	0	218	0	9	0	0
Frateuria terrea	8	8	0	0	0	0	0	0	88	0	44	0	0
Friedmanniella flava	0	0	0	0	0	0	0	0	0	28	0	0	10
Friedmanniella luteola	0	0	0	10	0	0	0	26	0	4	0	0	18
Friedmanniella sagamiharensis	0	0	0	5	0	0	0	0	0	3	0	0	0
Frigoribacterium sp. Leaf164	0	0	0	0	0	0	0	0	0	17	0	0	0
Frigoribacterium sp. Leaf186	0	0	0	0	0	0	0	0	0	0	0	0	6
Frondihabitans sp. Leaf304	0	0	0	0	0	0	0	0	0	10	0	0	0
Frondihabitans sp. PAMC 28766	0	0	0	0	0	0	0	0	0	11	0	0	0
Fulvimonas soli	0	27	0	0	14	5	0	0	119	0	16	0	0
Fusobacterium nucleatum	10	0	18	0	0	0	0	0	0	0	7	0	0
Galactobacillus timonensis	0	0	0	0	0	0	0	0	0	0	0	0	8
Gallionella capsiferriformans	0	0	0	0	0	0	0	0	38	0	0	0	0
gamma proteobacterium L18	0	0	0	0	0	0	0	0	0	25	0	0	0
Gardnerella vaginalis	37	34	0	0	16	11	0	65	0	35	6	0	0
Gemella cuniculi	0	0	0	0	0	0	0	0	0	0	9	0	0
Gemella haemolysans	0	0	0	0	0	0	0	0	0	0	21	0	0
Gemmata obscuriglobus	8	11	0	0	0	0	0	0	0	14	0	19	0
Gemmata sp. SH-PL17	19	10	0	11	0	0	0	13	0	17	0	10	0
Gemmatimonas aurantiaca	0	0	0	0	0	0	0	0	9	0	0	0	0
Gemmatirosa kalamazoonesis	0	0	0	7	0	0	0	0	33	0	4	0	0
Gemmiger formicilis	0	0	0	0	0	0	0	59	0	0	0	0	0
Gemmobacter aquatilis	0	0	0	13	0	0	0	0	0	0	12	0	0
Gemmobacter nectariphilus	0	0	0	26	0	0	0	0	0	0	0	0	0
Geobacillus stearothermophilus	17	0	0	11	11	36	0	0	0	22	25	40	20
Geobacter pickeringii	0	0	0	0	0	0	0	0	4	0	0	0	0
Geobacter sp. M18	0	0	0	0	0	0	0	0	15	0	0	0	0
Geobacter sulfurreducens	0	0	0	0	0	0	0	0	10	0	0	0	0
Geobacter uraniireducens	0	0	0	0	0	0	0	0	10	0	0	0	0
Geodermatophilaceae bacterium URHA0031	0	0	0	0	0	0	0	0	0	4	0	0	0
Geodermatophilaceae bacterium URHB0062	0	0	0	0	0	0	0	0	0	15	0	0	0
Geodermatophilus nigrescens	0	0	0	0	0	0	0	0	0	6	0	0	0
Geodermatophilus obscurus	0	0	0	10	0	0	0	0	0	2	0	0	0
Geodermatophilus poikilotrophus	0	0	0	0	0	0	0	0	0	0	0	0	7
Geodermatophilus ruber	0	0	0	0	0	0	0	0	0	7	0	0	0
Geodermatophilus siccatus	0	0	0	0	0	0	0	0	0	0	0	0	11
Geodermatophilus tzadiensis	0	0	0	0	0	0	0	0	0	2	0	0	0
Georgenia satyanarayanai	0	0	10	3	0	0	0	0	0	0	0	0	0
Geothrix fermentans	0	0	0	4	0	0	0	0	5837	0	0	0	0
Giesbergeria anulus	0	0	0	0	0	0	0	0	0	8	0	0	0
Gilliamella bombi	0	0	0	30	0	0	0	0	0	0	0	0	26
Gluconacetobacter diazotrophicus	0	0	0	0	0	0	0	0	0	0	0	0	6
Glutamicibacter arilaitensis	0	0	0	0	0	0	0	0	0	0	0	0	8
Gordonia polyisoprenivorans	0	26	18	7	44	110	0	43	34	8	4	10	39
Gordonia sp. IITR100	0	0	0	0	0	19	0	0	0	0	0	0	12
Gordonia terrae	0	0	28	0	0	0	0	0	0	0	0	0	0
Gordonibacter massiliensis	0	0	0	0	0	0	7	0	0	0	22	0	0
Gordonibacter pamelaeae	0	0	0	0	0	0	5	0	0	0	13	0	0
Gordonibacter urolithinfaciens	0	0	0	0	0	0	0	0	0	0	27	0	0
Granulicella mallensis	0	0	0	0	0	0	0	0	5	0	0	0	0
Haemophilus parainfluenzae	0	0	0	0	0	0	0	0	0	8	0	0	0
Hafnia sp. HMSC23F03	0	0	0	0	0	0	0	0	0	7	0	0	0
Halomonas aestuarii	0	0	0	0	0	0	0	0	0	0	33	0	0
Halomonas anticariensis	0	0	0	0	0	0	0	0	0	0	28	0	0
Halomonas beimenensis	13	0	0	0	0	0	0	0	0	0	49	0	0
Halomonas cupida	0	0	0	0	0	0	0	0	0	0	7	0	0
Halomonas daqiaonensis	0	0	0	0	0	0	0	0	0	0	14	0	0
Halomonas daqingensis	22	27	0	0	21	0	0	0	0	0	52	0	0
Halomonas elongata	0	0	0	0	0	0	0	0	0	0	26	0	0
Halomonas gudaonensis	0	0	0	0	0	0	0	0	0	0	19	0	0
Halomonas halodenitrificans	0	0	0	0	0	0	0	0	0	0	12	0	0
Halomonas ilicicola	42	13	0	0	0	0	0	0	0	2	222	0	17
Halomonas korlensis	0	0	0	0	0	0	0	0	0	0	18	0	0
Halomonas lutea	12	0	0	0	0	0	0	0	0	0	102	0	0
Halomonas massiliensis	0	0	13	0	0	9	0	0	0	0	0	51	0
Halomonas muralis	222	62	0	0	35	51	0	0	0	9	1421	0	26
Halomonas pantelleriensis	6	0	0	0	0	0	0	0	0	0	28	0	0
Halomonas saccharevitans	12	0	0	0	0	0	0	0	0	0	29	0	0
Halomonas salina	0	0	0	0	0	0	0	0	0	0	22	0	0
Halomonas shengliensis	0	0	0	0	0	0	0	0	0	0	50	0	0
Halomonas sp. 1513	15	0	0	0	0	0	0	0	0	0	87	0	0
Halomonas sp. A11	11	0	0	0	0	0	0	0	0	0	20	0	0
Halomonas sp. BC2	0	0	0	0	0	0	0	0	0	0	9	0	0
Halomonas sp. HG01	0	0	0	0	0	0	0	0	0	0	21	0	0
Halomonas taeanensis	13	0	0	0	0	0	0	0	0	0	76	0	0
Halomonas urumqiensis	0	0	0	0	0	0	0	0	0	0	5	0	7
Halomonas ventosae	8	0	0	0	0	0	0	0	0	0	30	0	0
Halomonas xianhensis	18	14	0	0	0	11	0	0	0	0	166	0	0
Halorubrum lacusprofundi	0	0	0	0	0	0	0	0	0	0	6	0	0
Halorussus litoreus	0	0	0	0	0	0	0	0	0	0	0	0	8
Halotalea alkalilenta	0	0	0	0	0	0	0	0	0	0	0	8	0
Helicobacter bizzozeronii	0	0	0	0	0	0	0	0	0	8	4	10	0
Helicobacter felis	13	0	0	14	0	20	0	0	0	17	32	19	12
Helicobacter rappini	0	0	0	0	0	0	0	0	0	10	0	7	0
Helicobacter salomonis	0	0	0	0	0	0	0	0	0	12	0	1	6
Helicobacter suis	9	0	0	8	0	12	0	0	0	23	20	26	3
Hephaestia caeni	40	38	0	8	44	12	0	0	0	7	3	11	10
Herbaspirillum hiltneri	0	0	0	14	0	0	0	0	0	0	0	0	0
Herbaspirillum robiniae	0	0	0	7	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. meg3	0	0	0	7	0	0	0	0	0	0	0	0	0
Herbaspirillum sp. XFZ15	0	0	0	0	0	0	0	0	0	10	0	0	0
Herbiconiux ginsengi	0	0	0	8	0	0	0	0	0	7	0	0	0
Herbidospora sakaeratensis	0	0	0	0	0	0	0	0	0	0	0	0	6
Herminiimonas arsenicoxydans	0	0	0	0	0	0	0	0	0	0	0	8	0
Hoeflea sp. 108	0	0	0	23	0	0	0	0	0	8	0	8	0
Holophaga foetida	0	0	0	0	0	0	0	0	353	0	0	0	0
Hydrogenophaga crassostreae	0	0	6	0	12	0	0	0	0	5	11	0	11
Hydrogenophaga sp. IBVHS1	9	0	0	7	14	0	0	23	0	0	2	0	8
Hydrogenophaga sp. IBVHS2	7	12	7	0	44	0	0	16	0	20	0	3	31
Hydrogenophaga sp. PBC	17	12	12	8	24	0	0	26	0	9	5	0	13
Hydrogenophaga sp. PML113	16	18	10	0	42	6	0	20	0	16	8	0	22
Hydrogenophaga sp. RAC07	18	18	6	4	34	0	7	68	0	26	15	0	12
Hydrogenophaga sp. Root209	10	7	2	15	31	0	11	57	0	17	0	0	5
Hydrogenophilus thermoluteolus	0	0	9	0	0	0	0	0	0	9	0	0	0
Hydrotalea sandarakina	8	665	0	0	319	229	0	0	0	0	0	10	0
Hylemonella gracilis	20	31	6	5	86	4	0	10	0	22	7	8	91
Hymenobacter norwichensis	0	0	0	0	0	0	0	0	0	0	0	0	6
Hymenobacter psychrophilus	0	0	0	0	0	0	0	0	0	5	0	0	0
Hymenobacter sp. CRA2	0	0	0	0	0	0	0	0	0	0	0	0	8
Hymenobacter sp. PAMC 26554	0	0	31	0	0	0	0	0	0	8	0	0	0
Hyphomicrobium denitrificans	24	15	0	0	13	48	0	14	38	0	0	0	0
Hyphomicrobium sp. 99	178	101	0	0	140	84	0	0	0	0	0	0	0
Hyphomicrobium sp. MC1	13	0	0	0	7	168	0	0	0	9	0	11	0
Hyphomicrobium sulfonivorans	0	0	0	0	0	0	0	0	0	8	0	0	0
Hyphomicrobium zavarzinii	0	0	0	7	0	0	0	0	0	0	0	0	0
Immundisolibacter cernigliae	0	0	0	0	0	0	0	31	0	0	0	0	0
Inquilinus limosus	10	0	0	10	5	10	0	0	33	30	8	0	0
Intrasporangiaceae bacterium URHB0013	0	0	0	0	0	7	0	0	0	0	0	0	3
Intrasporangium calvum	0	0	0	0	0	5	0	0	0	0	0	0	13
Janibacter indicus	4	17	16	35	35	14	0	0	0	27	0	0	36
Janibacter massiliensis	0	0	0	0	0	14	0	0	0	0	0	0	7
Janibacter melonis	0	0	8	1	21	21	0	0	0	20	0	0	5
Janibacter sp. HTCC2649	0	0	0	9	0	27	0	0	0	30	0	0	12
Janthinobacterium agaricidamnosum	0	0	0	9	0	35	0	8	0	0	0	5	0
Janthinobacterium lividum	0	0	0	17	0	42	0	17	0	2	0	0	0
Janthinobacterium sp. 1_2014MBL_MicDiv	0	0	0	0	0	47	0	0	0	0	0	0	0
Janthinobacterium sp. CG3	0	0	0	7	0	0	0	0	0	9	8	0	0
Janthinobacterium sp. GW458P	0	0	0	0	0	27	0	0	0	0	0	0	0
Janthinobacterium sp. KBS0711	0	0	0	0	0	20	0	0	0	0	0	0	0
Janthinobacterium sp. LM6	0	0	0	0	0	26	0	0	0	0	0	0	0
Janthinobacterium sp. Marseille	0	0	0	0	0	0	0	0	0	0	0	4	0
Janthinobacterium sp. OK676	0	0	0	0	0	14	0	0	0	0	0	0	0
Janthinobacterium sp. TND4EL3	0	0	0	0	0	41	0	0	0	0	0	0	0
Janthinobacterium sp. YR213	0	0	0	0	0	14	0	0	0	0	0	0	0
Janthinobacterium svalbardensis	0	0	0	19	0	10	0	0	0	0	0	0	0
Jeotgalicoccus psychrophilus	0	0	10	0	0	0	0	0	0	0	0	0	0
Jiangella alba	0	0	0	0	0	0	0	0	0	0	0	0	6
Jiangella alkaliphila	0	0	0	0	0	0	0	0	0	4	0	0	12
Jiangella gansuensis	0	0	0	0	0	0	0	0	0	0	0	0	11
Jiangella muralis	0	0	0	0	0	0	0	0	0	0	0	0	8
Jiangella sp. DSM 45060	0	0	0	0	0	0	0	0	0	0	0	0	15
Johnsonella ignava	0	0	0	0	0	0	70	0	0	0	0	0	0
Kaistia soli	15	0	0	0	0	0	0	0	0	0	0	0	0
Ketogulonicigenium vulgare	0	0	0	53	0	0	0	0	0	0	0	0	0
Kineococcus radiotolerans	0	0	9	3	0	0	0	0	0	16	0	0	10
Kineosporia sp. R_H_3	0	0	0	0	0	0	0	0	0	0	0	0	40
Kingella denitrificans	0	0	0	0	0	0	13	0	0	0	0	0	0
Kitasatospora setae	0	0	0	0	0	0	0	0	0	0	0	0	11
Klebsiella aerogenes	0	0	19	0	0	0	0	0	0	7	0	0	0
Klebsiella cf. planticola B43	0	0	3795	0	0	0	0	0	0	0	0	0	0
Klebsiella michiganensis	11	0	0	0	0	0	0	0	0	38	29	0	12
Klebsiella oxytoca	0	0	0	0	0	0	0	0	0	7	0	0	0
Klebsiella pneumoniae	0	13	32	0	6	18	0	46	0	11	24	13	29
Klebsiella sp. KTE92	0	0	0	0	0	0	0	0	0	0	0	0	7
Kluyvera intermedia	0	0	0	0	0	0	0	0	0	0	10	0	0
Kocuria palustris	12	32	78	175	79	140	0	0	0	59	10	11	24
Kocuria rhizophila	0	0	0	10	0	0	0	0	0	0	0	0	0
Kocuria sp. CNJ-770	0	0	9	8	0	15	0	0	0	0	0	0	0
Kocuria sp. UCD-OTCP	31	7	99	301	35	862	0	0	0	39	0	21	52
Kocuria turfanensis	0	0	15	7	0	27	0	0	0	0	0	0	6
Kosakonia cowanii	0	0	13763	0	0	0	0	0	0	0	0	0	0
Kosakonia sacchari	0	0	27	0	0	0	0	0	0	0	0	0	0
Kribbella flavida	0	0	0	0	0	0	0	0	83	0	0	0	15
Kushneria aurantia	0	0	0	0	0	0	0	0	0	0	11	0	0
Kushneria marisflavi	0	0	0	0	0	0	0	0	0	0	7	0	0
Kytococcus sedentarius	0	0	15	30	23	0	0	0	0	0	0	0	0
Kytococcus sp. CUA-901	0	0	14	15	16	0	0	0	0	0	0	0	8
Labrenzia aggregata	0	0	0	0	13	0	0	0	0	0	0	0	0
Lachnoanaerobaculum saburreum	0	0	11	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae bacterium oral taxon 500	0	0	0	0	0	0	11	0	0	0	19	0	0
Lacinutrix venerupis	0	0	0	0	0	0	0	0	0	0	0	8	0
Lactobacillus acidophilus	0	0	0	0	0	0	0	0	0	0	0	0	9
Lactobacillus agilis	0	0	0	0	0	0	0	0	0	0	0	0	11
Lactobacillus animalis	0	0	0	0	0	0	0	0	0	17	0	0	0
Lactobacillus crispatus	7	0	0	0	17	0	0	0	0	0	7	0	0
Lactobacillus curvatus	0	0	0	0	0	0	0	0	0	0	0	0	13
Lactobacillus fermentum	0	0	0	0	0	0	0	0	0	0	0	0	8
Lactobacillus iners	0	0	0	0	0	10	0	0	0	7	0	0	0
Lactobacillus ingluviei	0	0	0	0	0	0	0	0	0	0	0	10	0
Lactobacillus manihotivorans	0	0	0	0	0	0	0	0	0	9	0	10	0
Lactobacillus panis	0	0	0	0	0	0	0	0	0	9	0	0	0
Lactobacillus parabuchneri	34	23	27	31	21	76	0	0	0	90	108	129	111
Lactobacillus reuteri	0	0	0	0	0	0	0	0	0	0	0	0	7
Lactobacillus sakei	0	0	0	0	0	0	0	10	0	0	0	0	0
Lactococcus lactis	7	22	0	0	56	12	0	0	0	92	18	0	47
Lacunisphaera limnophila	0	0	8	17	0	0	0	33	10	15	0	0	0
Lamprocystis purpurea	0	0	0	0	0	0	0	0	0	1	0	0	0
Lautropia mirabilis	0	4	30	4	0	0	111	91	0	0	11	0	17
Lawsonella clevelandensis	5	10	30	0	0	0	0	0	0	0	0	0	0
Leclercia sp. LSNIH3	0	0	0	0	11	0	0	0	0	0	0	0	0
Leifsonia aquatica	20	19	3	16	11	17	0	0	0	7	61	11	4
Leifsonia sp. 21MFCrub1.1	0	10	0	6	11	0	0	0	0	0	7	0	0
Leifsonia xyli	11	18	0	0	0	5	0	0	0	0	25	0	0
Lelliottia amnigena	0	0	0	0	50	0	0	0	0	0	0	0	0
Lentzea albida	0	0	0	0	0	0	0	0	0	0	0	0	3
Lentzea flaviverrucosa	0	0	0	0	0	0	0	0	0	0	0	0	7
Leptospira interrogans	0	0	0	0	0	0	0	15	0	5	17	8	0
Leptospira kirschneri	0	0	0	0	0	0	0	22	0	0	0	0	0
Leptothrix cholodnii	0	10	31	6	10	0	0	46	0	16	0	5	20
Leptotrichia wadei	0	0	14	0	0	0	0	0	0	0	0	0	0
Leucobacter sp. UCD-THU	22	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc citreum	0	0	0	0	0	15	0	0	0	0	0	0	0
Leuconostoc gelidum	0	0	0	0	0	0	0	0	0	5	0	0	9
Leuconostoc mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	9
Leuconostoc pseudomesenteroides	109	9	0	0	0	0	0	0	0	0	0	0	0
Levyella massiliensis	0	0	0	0	0	0	0	0	0	0	0	0	9
Limimaricola cinnabarinus	0	0	0	8	0	0	0	0	0	0	0	0	0
Limimaricola hongkongensis	0	0	0	5	0	0	0	0	0	0	0	0	0
Limnohabitans sp. 103DPR2	34	27	20	84	16	0	0	30	0	33	23	24	0
Limnohabitans sp. 63ED37-2	45	41	33	76	42	14	0	31	0	19	25	70	5
Limnohabitans sp. Rim47	35	27	77	183	23	0	0	67	13	71	55	84	4
Longispora albida	0	0	0	0	0	0	0	0	0	0	0	0	6
Luteibacter rhizovicinus	0	0	0	0	0	0	0	0	7	15	0	0	0
Luteibacter sp. 329MFSha	0	0	0	0	0	0	0	0	0	6	3	0	0
Luteibacter sp. UNC138MFCol5.1	0	0	0	0	0	0	0	0	0	6	0	0	0
Luteibacter sp. UNCMF331Sha3.1	0	0	0	0	0	0	0	0	0	0	7	0	0
Luteibacter sp. UNCMF366Tsu5.1	0	0	0	0	0	0	0	0	0	0	9	0	0
Luteimonas mephitis	21	0	0	0	0	0	0	0	13	0	0	0	0
Luteimonas sp. JM171	0	0	0	0	0	0	0	0	0	8	7	0	0
Luteipulveratus mongoliensis	0	0	0	0	0	0	0	0	0	0	0	0	5
Luteitalea pratensis	0	0	0	21	0	0	2	15	25	10	0	0	0
Lutibacter oceani	0	0	0	0	0	0	0	0	0	0	0	7	0
Lysinimicrobium soli	0	0	0	0	0	0	0	0	0	0	0	0	7
Lysobacter antibioticus	0	0	0	7	0	0	0	0	14	0	11	0	0
Lysobacter capsici	0	0	0	0	0	0	0	0	6	0	0	0	0
Lysobacter enzymogenes	0	26	14	22	24	15	0	0	11	84	0	45	103
Macromonas bipunctata	0	0	0	0	17	0	0	17	0	8	0	0	7
Magnetospirillum gryphiswaldense	0	0	0	0	0	0	0	0	7	0	0	0	0
Magnetospirillum magneticum	0	0	0	0	0	0	0	0	16	0	0	0	0
Magnetospirillum marisnigri	0	0	0	0	0	0	0	0	35	0	0	0	0
Magnetospirillum sp. ME-1	0	0	0	0	0	0	0	0	6	0	0	0	0
Magnetospirillum sp. XM-1	0	0	0	0	0	0	0	0	12	0	0	0	0
Marinobacter persicus	0	0	0	0	0	0	0	0	0	0	17	0	0
Marinobacter salarius	0	0	0	0	0	0	0	0	0	0	5	0	0
Marinobacter sp. DSM 26671	0	0	0	0	0	0	0	0	0	0	16	0	0
Marmoricola scoriae	0	0	11	17	0	0	0	13	0	16	0	0	0
Marmoricola solisilvae	0	0	0	0	0	0	0	0	0	7	0	0	8
Marmoricola sp. Leaf446	0	0	21	13	7	8	0	0	0	43	0	0	11
Marmoricola sp. URHB0036	0	0	0	0	0	0	0	0	0	6	0	0	0
Massilia alkalitolerans	12	0	0	4	0	0	0	0	0	14	4	0	0
Massilia aurea	0	0	0	0	0	0	0	0	0	10	0	228	0
Massilia namucuonensis	0	0	10	10	0	0	0	15	0	17	0	0	0
Massilia niastensis	0	0	0	11	0	0	0	0	0	18	0	0	8
Massilia oculi	0	0	0	4	0	0	0	0	0	15	0	54	0
Massilia putida	0	0	12	10	0	0	0	0	0	0	0	0	0
Massilia sp. BSC265	0	0	0	0	0	0	0	0	0	8	0	0	0
Massilia sp. CF038	0	0	7	6	0	0	0	31	0	0	0	8	0
Massilia sp. Root351	0	0	0	0	0	0	0	0	0	10	0	0	0
